#{"t_start": 1732098831.5806217, "env_id": "None"}
r,l,t
253.0,5,63.067693
262.0,5,63.110695
238.0,5,63.150693
240.0,5,63.192696
253.0,5,63.232695
286.0,5,63.277694
278.0,5,63.333697
246.0,5,63.381694
244.0,5,63.422698
235.0,5,63.467698
284.0,5,63.506698
269.0,5,63.544707
274.0,5,63.583709
260.0,5,63.625695
263.0,5,63.668698
251.0,5,63.711696
275.0,5,63.755697
228.0,5,63.796695
300.0,5,63.837695
259.0,5,63.880697
292.0,5,63.929696
263.0,5,63.975697
268.0,5,64.013698
273.0,5,64.053697
254.0,5,64.098702
242.0,5,64.140697
294.0,5,64.179696
197.0,5,64.218696
260.0,5,64.255697
231.0,5,64.294698
246.0,5,64.336701
261.0,5,64.375697
278.0,5,64.413697
281.0,5,64.454697
264.0,5,64.495698
290.0,5,64.540698
247.0,5,64.582697
263.0,5,64.624702
290.0,5,64.667699
277.0,5,64.716701
294.0,5,64.761699
299.0,5,64.8117
222.0,5,64.858699
262.0,5,64.9087
285.0,5,64.954702
301.0,5,65.003703
264.0,5,65.044705
275.0,5,65.0907
272.0,5,65.140703
259.0,5,65.180701
262.0,5,65.2257
175.0,5,65.2747
274.0,5,65.319702
273.0,5,65.360703
263.0,5,65.404701
266.0,5,65.4467
255.0,5,65.4847
273.0,5,65.527703
249.0,5,65.570701
263.0,5,65.614702
280.0,5,65.658701
262.0,5,65.695702
275.0,5,65.736701
261.0,5,65.779704
276.0,5,65.823702
265.0,5,65.862703
252.0,5,65.899701
252.0,5,65.940702
261.0,5,65.984702
262.0,5,66.022703
260.0,5,66.062705
269.0,5,66.103703
277.0,5,66.152709
295.0,5,66.204704
285.0,5,66.249704
284.0,5,66.298704
230.0,5,66.348723
289.0,5,66.392711
270.0,5,66.434707
277.0,5,66.479718
292.0,5,66.519707
263.0,5,66.562707
220.0,5,66.607707
249.0,5,66.649704
239.0,5,66.695705
261.0,5,66.740706
213.0,5,66.782704
262.0,5,66.830705
223.0,5,66.874706
231.0,5,66.924711
281.0,5,66.963707
279.0,5,67.006727
252.0,5,67.049707
285.0,5,67.090708
254.0,5,67.134708
272.0,5,67.184708
287.0,5,67.234706
274.0,5,67.283708
232.0,5,67.328707
287.0,5,67.368707
260.0,5,67.41571
265.0,5,67.460709
291.0,5,67.503708
285.0,5,67.551712
234.0,5,67.604709
244.0,5,67.663708
263.0,5,67.727709
251.0,5,67.782708
259.0,5,67.83471
273.0,5,67.88671
270.0,5,67.939708
243.0,5,67.997711
274.0,5,68.064712
265.0,5,68.208713
252.0,5,68.411715
250.0,5,68.782715
272.0,5,68.879715
286.0,5,68.977714
273.0,5,69.051715
276.0,5,69.158715
254.0,5,69.253715
226.0,5,69.534717
299.0,5,69.641718
284.0,5,69.746717
238.0,5,69.862719
273.0,5,69.950717
302.0,5,70.044719
296.0,5,70.166722
241.0,5,70.314718
284.0,5,70.518723
225.0,5,70.724722
220.0,5,70.88072
268.0,5,70.96072
282.0,5,71.04472
245.0,5,71.130721
290.0,5,71.199721
287.0,5,71.261723
274.0,5,71.345723
227.0,5,71.414721
293.0,5,71.509722
284.0,5,71.572722
241.0,5,71.626722
276.0,5,71.693722
291.0,5,71.783723
253.0,5,71.841723
264.0,5,71.902725
227.0,5,71.984723
260.0,5,72.059724
270.0,5,72.130725
260.0,5,72.202724
284.0,5,72.270724
273.0,5,72.34373
264.0,5,72.432725
285.0,5,72.515729
274.0,5,72.586724
263.0,5,72.649728
253.0,5,72.703727
283.0,5,72.752725
260.0,5,72.799724
228.0,5,72.849727
251.0,5,72.894727
282.0,5,72.949726
242.0,5,72.998727
257.0,5,73.043726
280.0,5,73.104726
