#{"t_start": 1732012142.142572, "env_id": "None"}
r,l,t
-11620.849609,20,2139.986845
-6612.548828,20,2140.690099
-20224.690755,20,2141.402191
-17059.407552,20,2142.102265
-12241.780599,20,2142.827151
-9128.82487,20,2143.538463
-7492.513021,20,2144.203732
-10103.597005,20,2144.934355
-11301.595052,20,2145.630269
-7903.564453,20,2146.353594
-38634.358724,20,2147.018329
-8837.646484,20,2147.718752
-6413.655599,20,2148.482482
-13069.335938,20,2149.180938
-26032.714844,20,2149.970296
-10373.697917,20,2150.730157
-7708.984375,20,2151.396583
-6491.617839,20,2152.083364
-17851.806641,20,2152.781851
-21106.445313,20,2153.492235
-10561.604818,20,2154.14844
-9663.411458,20,2154.930417
-8166.666667,20,2155.593736
-23326.334635,20,2156.267383
-7207.11263,20,2156.970442
-6596.598307,20,2157.674335
-7441.650391,20,2158.441283
-7368.001302,20,2159.114819
-10008.300781,20,2159.833298
-16078.776042,20,2160.56859
-19223.063151,20,2161.262645
-7653.971354,20,2161.990629
-6287.923177,20,2162.723961
-12816.162109,20,2163.431266
-5941.162109,20,2164.145127
-7517.008464,20,2164.850981
-8609.700521,20,2165.551904
-9824.38151,20,2166.29838
-8094.807943,20,2167.054065
-9285.481771,20,2167.764498
-8417.88737,20,2168.50709
-7812.33724,20,2169.228723
-12079.264323,20,2170.019141
-16393.229167,20,2170.801942
-6884.277344,20,2171.589122
-27392.252604,20,2172.353517
-14985.270182,20,2173.097828
-10059.651693,20,2173.895031
-7243.896484,20,2174.680226
-9772.623698,20,2175.616416
-11818.115234,20,2176.376245
-6951.253255,20,2177.155233
-7794.921875,20,2177.880596
-6353.352865,20,2178.654331
-5755.289714,20,2179.36786
-7746.17513,20,2180.103655
-14346.516927,20,2180.848592
-8037.027995,20,2181.662785
-7917.236328,20,2182.489111
-8344.156901,20,2183.161792
-13242.1875,20,2183.885673
-17712.158203,20,2184.627729
-10521.728516,20,2185.428268
-6365.152995,20,2186.176715
-7813.964844,20,2186.945732
-7983.479818,20,2187.797695
-6165.445964,20,2188.541732
-8209.228516,20,2189.27452
-10858.886719,20,2189.974229
-29198.974609,20,2190.866622
-8042.154948,20,2191.623097
-7285.888672,20,2192.323745
-13004.394531,20,2193.122334
-23140.70638,20,2193.775644
-9523.60026,20,2194.491248
-10593.994141,20,2247.690155
-10410.07487,20,2248.524043
-18746.01237,20,2249.345303
-16372.558594,20,2250.189427
-10318.522135,20,2250.890733
-6801.025391,20,2251.584805
-10546.549479,20,2252.408267
-7116.943359,20,2253.12151
-7996.988932,20,2253.842914
-17595.296224,20,2254.50749
-7235.839844,20,2255.192974
-9803.141276,20,2255.902629
-25008.300781,20,2256.589012
-8782.470703,20,2257.235204
-6817.138672,20,2257.869537
-9284.016927,20,2258.550869
-7418.212891,20,2259.207714
-6510.009766,20,2259.900395
-8091.878255,20,2260.566547
-11463.053385,20,2261.232845
-14455.729167,20,2261.901503
-13245.361328,20,2262.615896
-10309.651693,20,2263.314406
-6316.24349,20,2264.085579
-9464.355469,20,2264.797542
-7373.372396,20,2265.805528
-13262.125651,20,2269.301066
-7954.996745,20,2271.220222
-7224.853516,20,2272.318575
-13690.511068,20,2273.380935
-7006.510417,20,2274.14213
-7970.214844,20,2275.041689
-7236.328125,20,2275.928369
-6746.663411,20,2276.823767
-7393.961589,20,2278.091336
-7494.466146,20,2279.526339
-6528.483073,20,2280.555104
-9050.86263,20,2281.521331
-15409.179687,20,2282.470773
-7510.904948,20,2283.486712
-5840.332031,20,2284.423874
-7461.01888,20,2285.226084
-5731.933594,20,2286.007498
-7838.053385,20,2286.901332
-13142.659505,20,2287.750807
-7461.01888,20,2288.484183
-6187.011719,20,2289.183339
-7906.738281,20,2289.866313
-22481.119792,20,2290.586805
-7439.290365,20,2291.365462
-8644.69401,20,2292.084107
